text,label
"I saw this film on the A&E channel this past weekend. The mystery was okay, I was not able to guess the culprit before the end. But I enjoyed the characters and their development much more than the mystery. There was a mystery about some of them, especially George Abernathie, performed by the wonderful Michael Fassbender, and George's cousin, Susannah. In fact, the story of those two characters left me wanting to know more. From what I've tried to glee about the Agatha Christie book of the same title, I think this film did not follow it to the letter. Very good performances by the actors involved, especially Fassbender and the lady who played Cora/companion.",1
"let me first say, i watched this movie around midnight, and usually there only is trash around this hour, but this movie broke the record<br /><br />first of all the main character is an old non attractive creepy guy, yet he gets to f*ck all girls that come on his path for example he goes to a shop, talks to a girl and then you see them f*ck<br /><br />secondly there are loads of sex scenes, and in many of them there is no nudity at all, i would not have been surprised if one of the characters in the movie would say: fast put your clothes on so we can f*ck!<br /><br />thirdly this movie should show what a sexual addiction can do to a man or a family, this movie only shows soft bad acted erotica it makes me wonder why those actors agreed to play in such trash",0
"After the across-the-board success of MY NAME IS BARBRA, CBS television permitted Barbra to create an even more elaborate follow-up as her second special. Streisand wisely knew, in order to follow in the ground-breaking success of MY NAME IS BARBRA, that her second special would indeed need to raise the bar even further in inventiveness and spectacle. Not surprisingly, she succeeded once again. Even more impressively, Streisand managed to mount this large production without sacrificing the intimacy and vision of MY NAME IS BARBRA.<br /><br />Once again, the special is divided into three distinct Acts. Filming on location at Bergdorf Goodman's department store was so successful in the first special, that Streisand and company decided to film on location once again for the first Act of this second special. The decided-upon location this time was the Philadelphia Art Museum, which would allow endless chances for Barbra to ""enter"" different art works that would correspond with the songs being performed. In addition to the numerous artistic possibilities that this location made possible, the museum would offer the perfect opportunity to take advantage of filming in color.<br /><br />After the recording of ""Draw Me a Circle"" that is set against the opening credits, Barbra then dashes around the museum in a maid costume to the strains of Kern and Harbach's ""Yesterdays."" She stops to admire various paintings and statues, often becoming the character that is depicted and singing a thematically appropriate song. Streisand performs a bittersweet rendition of Hammerstein and Romberg's ""One Kiss"" as Thomas Eakin's CONCERT SINGER, delivers a hilariously campy performance of Chopin's ""Minute Waltz"" as Marie Antoinette, embraces abstract art with the frenetic rhythm of Peter Matz's ""Gotta Move,"" and performs a wrenching rendition of ""Non C'est Rien"" as a distraught Modigliani girl. The high point of Act I, however, is when Streisand compares profiles with the bust sculpture of Egyptian Queen Nefertiti, while singing a tour de force rendition of Rogers and Hart's ""Where or When."" The Act II circus medley allows Streisand to interact with various farm and circus animals, while singing various songs with farm/circus/animal themes. Some highlights include Barbra singing ""Were Thine That Special Face"" to a baby elephant, performing ""I've Grown Accustomed to that Face"" as a serenade to a piglet, the campy ""Sam, You Made the Pants to Long"" sung to a group of baby penguins, and Barbra comparing profiles with an anteater while crooning ""We Have So Much in Common."" Streisand also swings on a trapeze and leaps from a trampoline to the chorus of ""Spring Again,"" and then slows things down by performing a haunting version of ""I Stayed Too Long at the Fair"" while seated alone on stage. Barbra also gets the chance to show off her pet poodle Sadie in this segment, and even speak a little French.<br /><br />The Act III concert is once again the high point of the hour. Dressed in a slenderizing white wool dress, the concert segment is performed on a uniquely-designed stage with a partial staircase that leads nowhere. Streisand opens the Act with a sultry rendition of Harold Arlen's ""Anyplace I Hang My Hat Is Home,"" before launching into heartfelt versions of the familiar standard ""It Had to Be You"" and the rarely-heard ""C'est Si Bon (It's So Good)."" Streisand then really amazes the audience with a breathtakingly powerful, octave-soaring performance of the Sweet Charity ballad ""Where Am I Going,"" of which Streisand delivers the definitive rendition of. Streisand also introduces the then-newly written Richard Maltby, Jr.-David Shire ballad ""Starting Here, Starting Now,"" which contains an impassioned vocal from Streisand that ranks among the very best vocal performances of her long career.<br /><br />More than anything else, Color Me Barbra was a showcase for Streisand's ever-increasing, mega-watt star power. Despite the presence of even more visual razzle-dazzle, Streisand herself is always the main attraction. Her voice sounds as beautiful as ever, and this special was the first to showcase how strikingly she photographs in color. As with MY NAME IS BARBRA, COLOR ME BARBRA was another rating-smash and spawned yet another Top-Five, Gold-selling soundtrack album. Simply put, COLOR ME BARBRA defies tradition and emerges as a sequel that is nearly on par with a classic original.",1
"Most italian horror lovers seem to hate this movie since because it has no connection to the first two Demons films. And with the ""Demons III"" in the title, one would assume it would. The problem is that this film was never intended to be part of the Demons series. The distributors only a ""Demons III"" above its original title ""The Ogre"" to cash in on the other films popularity. The new American DVD release of this picture has the title ""Demons III: The Ogre"" on the box art but the film itself only says ""The Ogre"". I don't know if past releases had the title ""Demons III"" on the actual film itself, but this new release just seems to be a little white lie. If you can get past the ""Demons III"" in the title, you might some enjoyment in ""The Ogre"". It starts out with a creep intro, and stays pretty creep throughout. There's no gore and the film movies slowly, but I still dug it. Just don't expect it to be like the other Demons films. I give ""The Ogre"" 7 out of 10. Italian fans should try it out.",1
"This movie is so wonderful, it's hard to find words to describe it. This is the only time I can't decide which was better, the book or the movie.<br /><br />Whoopi Goldberg is awesome, and Oprah Winfrey, such a good actress, she could be funny, happy and miserable all at the same time. All together the movie was well directed by Steven Speilberg, and should not be passed up. 9/10",1
"This movie was astonishing. It is beyond atrocious. I often get together with a group of friends and go to the movie store to find awful movies to watch for their comedic value. My friend suggested this one, but as we watched it, people began to leave. I really wanted to finish it, just so that I could say that I had, but I was unable to. It's that bad. Horrible running gags, lame acting. The main characters are an annoying dinosaur klutz and Whoopi Goldberg. I would rather watch Costener's The Postman twelve times in a row than see a fraction of this movie again. I think they try to deal with some dinosaur discrimination issues, but the part of the movie that really stands out is the dinosaur constantly knocking things over with his tail, and then guffawing about it. It hurts. Watch it if you're an aspiring masochist, otherwise, leave this one alone.",0
"I had a recent spectator experience with The Perfect Witness (2007) because the NetFlix computer recommendation engine suggested I watch this film. Apparently, at some point, I told it how much I liked Michael Haneke's, Benny's Video. I don't know about you, but this parallel being drawn provoked in me a maelstrom of emotion and excitement over Thomas C. Dunn's film and made the allocation of my time toward it virtually impossible to refuse. Just this kind of recommendation from the NetFlix computer intelligence, for me, had the aesthetic/moral movie bar set to level so high that, upon reflection, it represented something pretty much unaccomplished in every film produced in the year 2007.<br /><br />Having prefaced my response to the film that way, I'm going to proceed in knocking this picture down as poorly executed and banal; and I really hate to do that because I think our boy, Wes Bentley, happens to be not only one of the most interesting young faces in contemporary cinema, but also one its most overlooked and underrated screenacting talents in the US. I'm more than moderately concerned that the poor guy's going to miss the fame ship if he keeps fiddling around with first time movie directors like this.<br /><br />The Perfect Witness is about Micky (Wes Bentley), who, about thirty, still lives with Mom (""You're not drinkin' again area ya's?""), but he's a ""filmmaker"" or at the very least some kind of street-level voyeur with a pension for shooting would-be Johns in the seedy back alleys of Philadelphia with his DVX 100B. Out there, doing his private investigator-like drills, Micky ""inadvertently"" video-tapes a brutal murder on a hapless early-twenty-ish coed with his hand held camcorder. Baring the notion in mind that snuff and movies as cultural currency can be his equated with his ticket out of the white urban ghetto (and not to the debts of his unwitting friends and relatives who put up the money for his atrocious films), Micky approaches the assailant, James LeMac (Mark Borkowski: also takes a writing credit) or ""Mac the Knife"" whichever- and blackmails the killer into making a documentary about his murder impulses, holding this found footage over the attacker with threats of the police.<br /><br />The problem with this movie is not that no interesting ideas exist because they do. While both the writing and direction are amateurish, that alone doesn't make a film bad. It's that these guys commit a rather poor assumption that what they are presenting is shocking in the context of a culture in which just about any person in the free world with access to a private computer can log-on to the web and catch the veracity of the action of a beheading on their little Mac or PC. No film relies on shock value alone any more (unless of course, ironically, it's a film about torture on animals) and therefore cinematic images of violence (real or fake) have less and less cultural capital with each year that passes. Also, we've got this astounding actor-talent in the lead all styled-up, real hip guy: his two inch beard and skull cap with the little bill on it, backwards, just like the dork from high school who craved after the potential services of my primary love interest same guy who just now calls himself a ""poet.""<br /><br />Spare me. ""I'm an artist,"" ""I'm a filmmaker."" Okay. Please do, carry on with that shtick, Cronnie. Seems to have bought you a lot of expensive 35mm stock. And go ahead, you can wear all the accrutements of a ""creative"" but don't expect us top respond to you, to follow your below average character through your two hour movie while you take down Wes Bentley's career. Why don't we just let history speak to the merits of what you do, filmmaker guy. My guess is history will eventually have say something about that like, probably that's in not is good as you think it is. And yeah, odds are you'll be laying the blame on your dear ole ma, end up like our man Micky here in The Perfect Witness; hooked on smack and covered in your buddy's blood with a video camera in your hand. Great.",0
"Grand Canyon falls under a very scarce category: it is a very clever film, with very clever dialogs and food for thought everywhere from start to end. I have the impression that it never made it to it's deserved ranking (and never will), because of it's simplicity. This kind of flick needs sensitive watchers. Pity thought that IMDb makes me write ten lines, because this is in no way necessary in this particular case. Anyway in order to fulfill this request, I will tell you that the weak point of the film if any is in the acting: not that it is bad but it could have been done much better. Exception made for Kevin Kline who was perfect. Go ahead and watch it.",1
"Winning 26 out of the 28 awards it was nominated for, there is no doubt that this film will stand as one of the best of 2007. The fact that it was made with non professionals who were trained to act and dance makes it that much more special.<br /><br />It is not a Bollywood production, but it is about art. A lower caste girl wants to sing and dance. She wants to move up in society, but there is a limit. Everyone cannot be President in India, there is a caste system, and the narrow minds will not allow it to be breached.<br /><br />Vanaja (Mamatha Bhukya) quits school at 15 and goes to work for the Landlady (Urmila Dammannagari), who was once an accomplished dancer. After some time working the animals, she is taught to sing and dance. The film is strikingly beautiful with rich color. It is amazing what can be done with $20,000, as this film was a Master's project for the writer director.<br /><br />The Landlady's son (Karan Singh) returns from America to run for office and is struck by the girl. But, she is lower caste and can only be a vessel for his lust. Things are no better at home as her father drinks and eats and steals her money. She ends up pregnant and has to sell the baby to the Landlady.<br /><br />In the end, she never rises above her caste, but the story was fascinating and the acting was really good.",1
"One of the worst shows of all time. The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for. The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors??? Never heard of any of them except Cole who was totally unbelievable in the part. Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show. The stories were as unbelievable as the actors. Lame would be the best way to describe it. Somehow this show makes a slug like Ice-T more believable as a cop, and he wrote the worst song about cops ever recorded.",0
"If you want to watch a movie and feel good about watching it, then Tigerland is the film for you. I love this movie from top to bottom. This movie's picture-perfect scenes look so real; it's almost like a documentary of something that happened in real life but with drama. Boy, I tell you... REAL drama they actually real ""fought"" in one of the scenes (get the DVD listen to the commentary its not obvious). I see this film as a bunch of desperate young men trying to escape an ill-fated destiny, after watching Saving Private Ryan I have an a appreciation of what an ""ill-fated destiny"" is and know exactly how the men in the film feel. I see this movie as a crossbreed between ""Stand By Me"" and ""Saving Private Ryan."" What do men do when they are with a situation that's ""hard pressed"" in real life? Some men go crazy, some men cry, some men through fists, others do drugs, some randomly sleep with hookers ruthlessly trying to eradicate the meaning of love from their life, some try drink the pain away, some jump off buildings or bridges, some feel guilty and others feel so much agony it makes them so sick they collapse - physically. This movie has all those desperate emotions rolled into one ball. But don't get me wrong its not depressing movie, its realistic, its a very very humorous movie, the cocky and funny Bozz (Collin's Character) lights it all up, and on top of that there are about 5 female actresses in the movie; I'll let you figure out what their in there for! With dialogue, war/action sequences, picture perfect scenes along with appropriate music; this movie has it all, like I said: from top to bottom. I don't why Tigerland is heavily under-credited. The best thing about owning the movie is that on the cover it says in big bold writing ""The best film of the year,"" and it absolutely falls nothing short of that. Keep the rare gems coming Hollywood, 10/10.",1
"This movie starts presenting a somehow original idea but became a great frustration later on. What is the deal of having an original start if the rest of the movie did little to avoid a clichéd plot? The movie itself is very unbelievable. I would like to know how exactly someone enters a clinic, gets a nurse outfit, kills a doctor, takes out a patient in her bed, puts into his Chevy pickup and leaves? I guess no one could answer this question, so they just jumped to the other scene hiding these little details. The performances are just plain bad. The villain is just another ""annoying crazy antagonist"", no deepness, totally linear character. After 20 minutes of film, most scenes are unbelievable, seemed like they were put there just for the sake of the 90 minutes since they were totally unneeded. A doctor see a woman clearly under strong medication, is denied to examine her, gets kicked out of the house and simply leaves quiet? The ending scene made me burst into laugher, only Mickey Mouse could make it more out of reality. I'm giving it 2 out of 10 for the first lets say 10 minutes of movie.",0
"Don't be fooled: this isn't yet another tired example of the Girls From Outer Space Pretending To Be The French Ski Team Come To Earth To Collect As Much Sperm As Possible genre, though the synopsis may suggest otherwise. This movie is a gem, an absolute jewel that has enriched my life from the moment I laid eyes upon it. Hilarious, exhilarating, action-packed, and stunningly erotic, ""Ach jodel mir noch einen"" is a Euro-Madcap Tour-De-Force, a grossly underrated Bavarian classic.<br /><br />Stop everything you are doing and run out to rent, or better yet, BUY this movie immediately.",1
"The Columbia Pictures Short Subject unit never had any delusions about producing any 'Art' Films. They wanted to give the film exhibitors just a little more for their money, when booking a Columbia Picture into their theatres. This would go double for The 3 Stooges films.<br /><br />MEN IN BLACK (1934) came about as close as any of their Comedy Shorts in that it received an Oscar nomination for Best Short Subject, Comedy. Though it did not win, it well could have. It was good enough and even those who do not number themselves among Stooge-files, still seem to be won over by the clarion cry of "".......calling Dr. Howard, Dr. Fine, Dr. Howard!"" This was the second entry in the long series of Comedy Shorts made by the Stooges for Producer Jules White, head of Columbia's Short Subjects Department. Only WOMAN HATERS, described in its credits as a 'Musical Novelty' preceded it at Harry Cohen's Poverty Row sweatshop.<br /><br />The film starts off in the office of Dr. Graves, the Head of the Hospital. He is receiving new interns and in addressing the group, he relates that three of them are passed along from Medical Conditionally as they had remained there so long. But, the good Doctor states that he will not reveal their identities as long as they pledge their all ""......for Duty and Humanity!"" The Stooges run up front pledging ""...for Duty and Humanity!"", and run out of office, breaking window glass in door. The game was on.<br /><br />The Stooges took off and did not stop for the remainder of the 2 Reels. Every type of gag was in evidence. From broad Sennett-like sight gags, to puns, to dialect humor, to 'theatre of the absurd' and a surrealistic running gag involving a Public Address System, which seemingly takes on a life of its own and having the true culprit, a radio tube get shot to a ""........he got me!"" (It all plays out quite well, honest!) The sets used were very authentic looking and were no doubt borrowed from Columbia features being made around the same time. There are plenty of Wheel Chairs, Surgical Cotts, Stethascopes, Surcical Scalpels, etc., in evidence to maintain the illusion of a Hospital.<br /><br />A true strength of MEN IN BLACK is the high number of usually nameless players, whom we all recognize by face. Along with them, the film boasts of a great number of veteran comedy actors, who always turn in fine performances, often stealing the scene. The people with names like Billy Gilbert, Hank Mann and Bud Jamison shine in even small parts.<br /><br />And lastly we have the Maestro, the Conductor-Director Raymond McCarey, kid brother to Leo McCarey who showed off his abilities in getting this little film 'in the can'. He skillfully kept it all moving, acting as a Traffic Cop at times, what with all the actors, extras and behind the scenes crew moving and outside of each other's way. And that doesn't count the Giant 3 Man Tandem Bicycle, The Sway Backed Horse and Miniature Race Cars, not to mention the 'Giant, Green Canaries!'",1
"Jim Carrey and Morgan Freeman along with Jennifer Aniston combine to make one of the funniest movies so far this 2003 season (late May) and a good improvement on Carrey's past crazy and personally forgetable roles in past comedies. With a slightly toned down Carrey antics yet with just the zap and crackle of his old self, Carrey powerfully carries this movie to the height of laughter and also some dramatic, tearfully somber moments. Elements of Jim's real acting abilities continue to show up in this movie. This delightful summer entertainment hits most of the buttons, including dramatic elements along with the goofy moments that fit perfectly with this script. While still lacking in the superbly polished ensemble of comedy/drama, Bruce, Almightly deserves credit for being a great date movie along with a solid message and soft spiritual cynicism and parody that maintains its good-natured taste. Eight out of ten stars.",1
"This movie is so unreal. French movies like these are just waste of time. Why watch this movie? Even, I did not know..why. What? The well known sex scene of half-siblings? Although the sex scene is so real and explicit, but the story it is based upon is so unreal. What is the use of it, then? Can you find easily in life, half sibling doing such things?<br /><br />Did I learn something from this movie? Yeah: some people are just so fond of wasting time making such movies, such stories, such non-sense. But for those who like nihilism, nothingness in life, or simply a life without hope, then there you are.. you've got to see this movie.<br /><br />Only one worth adoring, though: CATHERINE DENEUVE. She's such a strikingly beautiful woman.",0
"This is the story of a news investigator who hates his job - which prove why actors - even as weak as Tom Cruise and Denzel Washington - are on the big screen and your neighbors are not!<br /><br />I'll say this though - the better moments show some basis for being really funny (not just wacky), to keep trying, maybe taking some classes, and using the time to keep learning how to make a good movie. (""Dude, Where's My Car"" and the ""Scary Movie"" sequence have it all over this ... college attempt.)<br /><br />The lighting wasn't; the production wasn't; and the script had moments (the conversation from space - very nice try unconvincingly executed). (This reminded me of ""Dark Star"" - which is about being ""lost in space"" - but this movie is just lost.)<br /><br />The talent was the bartender (he said 'dog' so annoyingly that I knew he had to be acting... wasn't he? ... now THAT's acting!), the Mark Hammond guy, and Marty. I guess I gave the movie a point for each one of them... 3/10.<br /><br />-LD<br /><br />______________________________________________<br /><br />my faith: http://www.angelfire.com/ny5/jbc33/",0
"This is the most frightening film ever made in Hollywood. It is a cautionary tale of how to take a European masterpiece and suck the life of of it until it is a dry husk like an insect carcass on the the windowsill. Frightening because it reveals how the world of Hollywood really works: ignorant money begetting dross. It makes me wonder how many great films could populate the corridors of my memory if the Hollywood process had not leveled them to forgettable mediocrity. Cry for the murdered children! See Spoorloos or read The Golden Egg, if you dare, because they will come back to you forever in the idle moments of your life: when you're walking along the street and you see a 'missing' poster; in ordinary-looking parking lots; when you hear the Tour De France on the radio; and, especially, when you you think ""what's the harm?"" in wearing a sock with a hole in it on a perfectly ordinary day.<br /><br />If only I could give this a zero.",0
"This little short absolutely fascinates me.<br /><br />The only thing I've seen thus far like it is some of the work by Sam Brakhage, the creator of Dog Star Man. However, where Brakhage is trying to unnerve by ""making us learn how to see again"" and provide us with an affront of head-ache inducing bright colors and flashes (which I still totally dig and embrace as high art...), this film I would characterize as very relaxing and hypnotizing. Man Ray's general use of spinning objects/camera does not create so much of a dizzy feeling but a warm flow of senses, intermingling and going along with the gravity of the moving world around us.<br /><br />An interesting conceit of this very short work is that as it goes along, objects become more and more recognizable until we end on a nude torso (of which I feel is the least feminine well-rounded breasts I've ever seen). The circles and spirals of shadow and light over the torso make it an object of surrealistic beauty, something that you could hang on your wall and delve over forever. It's because of this and other images in this film that I had to watch it again and again (eventually a total seven times) just because it utterly fascinates me.<br /><br />--PolarisDiB",1
"This movie was bad on so many levels. The writing was horrible so even the best actors could not have made this movie watchable. It's a shame because they did have some good actors in this movie. I mean if anyone has seen any of the Police Academy movies, you would know that Steve Guttenberg was good. His Character in this movie was very serious, which was a big difference from Characters i have seen him play before, so that was a plus. And I did think that Steve Guttenberg was extremely hot in this movie. With or without the shirt you can not deny that he has a GREAT body! Sexy face too. Loved the 5 o'clock shadow look, it made him look dangerous. At one part in the movie he is lying in bed without his shirt and i have to say, I would have gladly jumped in there and tried to take his mind off of his problems! So honestly i would watch this movie again just to fantasize!",0
"Few movies can be viewed almost 60 years later, yet remain as engrossing as this one. Technological advances have not dated this classic love story. Special effects used are remarkable for a 1946 movie. The acting is superb. David Niven, Kim Hunter and especially Roger Livesey do an outstanding job. The use of Black and White / Color adds to the creative nature of the movie. It hasn't been seen on television for 20 years so few people are even aware of its existence. It is my favorite movie of all time. Waiting and hoping for the DVD release of this movie for so many years is, in itself, ""A Matter of Life and Death"".",1
"The first time I saw the poster, I was stunned by its tranquility and beauty. Then the city of Istanbul has been haunting in my mind ever since.<br /><br />Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture. It itself is a landscape.<br /><br />Actually there are a lot of things going on in the film, but the director deliberately omitted most dramatic parts and leave them to our imagination, thus creating a really flat life. **(mild spoiler)One can see Mahmut's ladylove crying in the toilet and then going out without a word but not their fight; one can see Mahmut accompanying his mother in the hospital but not her struggle from illness. The most dramatic scene in the film to me is Yusuf laughing out loud for the toy soldier he bought for his niece,** and that's when it almost broke my heart to see this boring, lonely life bursting out in such a way.<br /><br />With all the trivialities in life weeded, the story presents us with pure inner world of all the characters, their sadness, anxiety, loneliness, regrets...And as the story unfolded, I sort of finally grasped their desperate situation where their emotions were really no way out if no outer things intervened, which is exactly every loner tries to keep at all cost, especially for an irresponsible artist like Mahmut.<br /><br />I've just finished my second watching. Last night, I crouched into my quilt, had some Vodka beside my bed and went through the whole film in a trance. I felt two real lives going on, one outside the screen, one inside the screen. I felt free from all those loneliness and anxiety 'cause the people inside were experiencing it. I just had myself removed from all those things.<br /><br />We cannot deny the universal problem of communication, and loneliness even puts us far towards it, and it becomes a vicious spiral. I bet Mahmut still didn't figure out a way of living in the end. That's why he stepped out of his room to try to find the answers from the outer world, the coldness and landscape.",1
"This is one military drama I like a lot! Tom Berenger playing military assassin Thomas Beckett. This Marine is no-nonsense, in your face, and no questions asked kind of person who gets the job done. There you have Billy Zane(""The Phantom"" and others) who plays Richard Miller, a former SWAT form D.C., works for the government and takes orders only from them. Who needs a bureaucrat? I don't! When these two are paired, sparks should be flying. And how. However, Beckett teaches the young bureaucrat on how it works. When the other sniper hits, it's wits vs. wits, cat vs. mouse, gunman vs. gunman. And when the seasoned sniper is caught, it's up to Miller to put politics aside and save him. Who needs politics when you a pro like Beckett, he took orders from no one but himself, plays by the rules and not the book, and mutual respect is brought out despite the politics. The movie was a direct hit. Watch it. Rating 4 out of 5 stars.",1
"It is characteristic that this film is not better known. It obviously lacks most elements that a successful theater film needs: heroes, villains, conflict and resolution, romantic love interest.. <br /><br />Everything is topsy-turvy here, nothing works out as it should, everyone is clumsy, sad, angry, hurt and hungry and nobody has a solution for anything. In short: it is war and it is hell for everybody involved. People try to do best, but interests, allegiances and so called duty interfere. The picture transports us back in time to the Civil War with an intensity seldom seen in today's cinema. Straightforward honest images of an intense beauty. The actors are very well cast for the story and they make the characters come truly alive in front of our eyes. <br /><br />A silver dollar in a heap of nickels!",1
"Maybe the movie itself isn't one of the best Jackie Chan's movies, but I think everybody will agree with me that the mall fight was one of the best fighting scenes ever made. There also was some memorable stunts, which were so impressive that they made this movie an action classic. This movie influenced many other action movies and I think that nowadays action movie makers should learn from this film (like they could remake that chase scene, I thing with modern technologies they could make it even better). There also were some funny scenes which made this movie enjoyable even when Jackie wasn't fighting. Althou I think they could put more fighting scenes in this film.",1
"Follows the usual formula in putting a new recruit -- this time the first African-American (Cuba Gooding) after President Truman desegregates the Armed Forces -- through the U. S. Navy's deep-sea diver training program that is run by a racist zealot (Robert DeNiro). If the program weren't bad enough, it's got to be located in Bayonne, New Jersey.<br /><br />There's nothing wrong with the performances. Robert De Niro activates his Southern accent and shouts gibberish effectively. Cuba Gooding, raised by a stern father as a poor black farm boy in the South, is the expectable paragon of rectitude. The girls -- one could hardly call them women -- are Charleze Theron and Lonette McKee. They have minor roles and are mostly there to argue that their men should exercise common sense. Other decent performers -- Powers Boothe and Hal Holbrook -- have even more perfunctory roles.<br /><br />That's about it. Almost everything else could have been assembled by a computer. A ship is called a boat. Robert De Niro salutes indoors, uncovered. After a brutal assault on hospital personnel, he's transferred out of his outfit instead of being busted. Somebody shouts ""I'm outta here"" in the early 1950s. (Maybe it was a common expression at the time. If so, ""my bad."") People address each other by rank -- ""Lieutenant"", ""Boatswain's Mate,"" ""Commander,"" as they do in the Army, whereas in the Navy they are simple ""Mister"" (if an officer) or addressed by their last name (if enlisted). I didn't bother to check if there was a rank called ""Senior Master Chief"" in 1950.<br /><br />Cuba Gooding has a tough row to hoe. Everyone in the Navy, it seems, hates Negroes except for one guy from Wisconsin. He stutters and is held in contempt by the others in his class. It's like the scene in ""Animal House"", in which the applicant to a tony fraternity is asked to wait in a room with a Sikh, a black man, and a blind kid.<br /><br />Gooding is an enlisted man, a second class petty officer. He manages to marry a beautiful woman who has just graduated from medical school. In one of their arguments she pleads with him. She just wants to be a doctor and he should join her, quit the Navy, and lead a quiet life. ""And just let life pass you by?"", he retorts. Yes. Yes, just be a doctor's spouse and let life pass you by. You can wave to it from the golf course in Boca Raton.<br /><br />These kinds of flicks were common enough in World War II. ""Bombardier,"" ""Airial Gunner,"" that sort of thing. Cheap as they often were, they had some educational features. You learned something about becoming a bombardier or a gunner. Here, the technical details are skipped over, perhaps because the writer knew nothing about them (except Boyle's law, which we learned in high-school chemistry).<br /><br />I couldn't follow what was happening during some of the emergencies without which a movie like this wouldn't exist. If I got the mechanical problems right, it was because I guessed correctly. The direction is no help either. The movie abounds in close ups, so many that they lose any dramatic impact they might have had. And the emergencies are confusing because they're ill focused.<br /><br />Why go on? Want to see a better example of this kind of movie? Almost any will do -- except maybe ""G. I. Jane"", in which the abused hero is a heroin. Try the training camp scenes in ""The Young Lions."" There the victim is a Jew. Or try ""From Here to Eternity,"" in which no easy sympathy buttons are pushed and the victim is a grown man who refuses to bend and who is active in bringing the conflict on, just like ""Cool Hand Luke."" No easy excuses are offered, because easy excuses are too easy.<br /><br />Thoroughly formulaic, and not well done.",0
"I have only seen this once--in 1986, at an ""artsy"" theater in Minneapolis...but I remember it like I saw it a thousand times this morning. Hilarious (""Sawing for Teens"", playing Scrabble with all ""e"" tiles), beautifully animated (taking off her eyes, shaking them back into position, then putting them back on), and poignant (the end of the world, the pettiness of a snit)...<br /><br />Required viewing for the human race. Calling this simply a cartoon is like calling THE GREAT GATSBY nifty typing.",1
"Inept, boring, and incoherent supernatural ""thriller"" in which college student Cassie (Melissa Sagemiller) is the constant victim of hallucinations and nightmares after a car accident claims the life of her boyfriend Sean (Casey Affleck).<br /><br />I can't begin to tell you how bad this is...nothing of any importance ever happens nor is there ever any sort of actual entertainment value. I did not like this cast in this particular film - they are all sadly unconvincing (then again, their roles are no good). To promote this as a horror film is a joke. Where are the scares? There's no sense or suspense - there are a few good songs but that's about it.<br /><br />How on Earth did this project get the green light? Writer-director Steve Carpenter has no discernible vision or talent that I can sense. Worst of all, the conclusion really makes the whole movie pointless.<br /><br />The alleged ""killer cut"" that I watched is 86 minutes of pure tedium.<br /><br />1/10",0
"""Dick Tracy"" is one of our family's favorites -- the actors are great -- the art direction is exceptional -- the music is magic. It's not supposed to be ""To Kill A Mockingbird"" -- it's a fun experience.<br /><br />Stephen Sondhemim's songs are stellar: ""Back in Business"" is energetic, ""Sooner or Later"" is just right, ""What Can You Lose"" is haunting -- even tunes like ""Live Alone and Like It"" add to the story<br /><br />Got to love the giddily over-the-top performances of Al Pacino, Dustin Hoffman, Glenn Headly, Charlie Korsmo, Mandy Patinkin, James Caan, Dick Van Dyke, supporting villains... The list is far too long. And, yes -- even Madonna and Warren Beatty are awesome. Written with a smile a minute (how many times have we looked at each other and said, ""Wait a minute -- I'm having a thought -- it's gone!""?).<br /><br />However, one of most telling things about in this film is that everyone involved seems to be having a good time -- and that above all adds to the enjoyment for the viewer. So, if you haven't already, why not give ""Dick Tracy"" a chance -- accept it for what it is -- a Sunday comic strip brought to life -- and in a wonderful way!!",1
